id	activityId	ifParkour	trapId	gainId	picture	prefabId	type	unlockLevel	date	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
120018101	1				186:activity_micro_explore_story_img1		2	0	0			1	50000	9000049	50		18301	99	0	4	0	0	1	1	1	1	1	1	1	小小世界	小小世界	Mini-World	小さな世界	작은 세계	โลกใบจิ๋ว	你能够通过意识操控被困的猫族，并发现了同样被困的塞琪。塞琪从神秘庄园救出一名女孩，也带出了诡异的诅咒，被诅咒缩小。为了再次进入庄园寻找破除诅咒的方法，你不得不主动触碰诅咒……	你能夠通過意識操控被困的貓族，並發現了同樣被困的塞琪。塞琪從神秘莊園救出一名女孩，也帶出了詭異的詛咒，被詛咒縮小。為了再次進入莊園尋找破除詛咒的方法，你不得不主動觸碰詛咒……	You could mind-control trapped Felinians, and you found Sage, who was also trapped. Sage rescued a girl from a mysterious manor house, unleashing an eerie curse which then shrank her. To re-enter the manor house and find a way to break the curse, you had no choice but to touch the curse...	あなたは閉じ込められたフェリニアンスを念力で操り、同じように閉じ込められたセージを発見する。セージは謎の庭園から女の子を救出した際に怪しい呪いをかけられ、小さくなってしまった。再び庭園に入り、呪いを得く方法を探すため、あなたは自ら呪いにかかることにした…	의식을 통해 갇혀 있던 캣족을 조종할 수 있게 되었고, 같은 상황에 갇혀 있는 세이지를 발견했다. 세이지는 신비한 저택에서 한 소녀를 구해냈고, 함께 기묘한 저주도 가져왔으며 그 저주로 인해 몸이 축소되었다. 저주를 풀 방법을 찾기 위해 다시 저택에 들어가야 했고, 어쩔 수 없이 스스로 저주에 손을 대야만 했다….	คุณ​สามารถ​รู้สึก​ถึง​เผ่า​แมว​ที่​ถูก​กักขัง​ และ​พบ​เซ​กิ​ที่​ติด​อยู่​เช่นกัน​ เซ​กิ​ช่วย​เด็กผู้หญิง​ออก​มาจาก​คฤหาสน์​ลึกลับ​ แต่​ติด​คำสาป​ประหลาด​มา​ด้วย​ ทำให้​ร่าง​เล็ก​ลง​ เพื่อ​กลับ​เข้า​คฤหาสน์​หา​ทางแก้​คำสาป​ คุณ​จำเป็นต้อง​ยื่นมือ​ไป​สัมผัส​คำสาป​ด้วยตัวเอง​...​
120018102	1				186:activity_micro_explore_story_img1		1	120018101	0			1	2000	9000049	0		18301	99	0	4	0	0	1	2	2	2	2	2	2	虚实之间	虛實之間	Reality and Illusion	虚実の狭間	허구와 사실 사이	ระหว่างจริงและเท็จ	你听到了自称阿芙萝的女孩的求助，突然出现的祈和神秘的领主梅娜塔让你对这次行动有了更深入的了解。想要破除诅咒，你必须帮助那个叫做阿芙萝的女孩……两人走后，戴着眼镜的怪鸟向你们发起了进攻……	你聽到了自稱阿芙蘿的女孩的求助，突然出現的祈和神秘的領主梅娜塔讓你對這次行動有了更深入的瞭解。想要破除詛咒，你必須幫助那個叫做阿芙蘿的女孩……兩人走後，戴著眼鏡的怪鳥向你們發起了進攻……	You heard the call for help from a girl who said her name was Aphros. The sudden appearance of Qi and the mysterious seigneur Minotara deepened your understanding of this operation. To lift the curse, you must help the girl called Aphros. After the two left, a bespectacled strange bird came at you...	アフロスと名乗る女の子から助けてほしいと言われ、突然現れた祈と謎の領主ミノタのおかげで今回のミッションに対する理解を深めた。呪いを解くには、アフロスという女の子を助けなければならない。二人が去った後、メガネをかけた怪鳥から攻撃を仕掛けられる…	아프로라고 자칭하는 소녀의 도움 요청을 들었고, 갑자기 나타난 기와 신비한 영주 메나타 덕분에 이번 사건에 대해 더 깊이 이해하게 되었다. 저주를 풀기 위해서는 아프로라는 소녀를 도와야 한다는 사실을 깨달았다. 두 사람이 떠난 후, 안경을 쓴 괴상한 새가 당신들을 공격했다.	คุณ​ได้ยิน​เสียง​ขอความช่วยเหลือ​จาก​เด็กสาว​ที่​แนะนำตัว​ว่า​ชื่อ​อาฟรอส​ การ​ปรากฏตัว​ของ​ฉี​และ​ท่าน​ลอร์ด​มิโนทาร่า​ ทำให้​คุณ​เข้าใจ​ภารกิจ​ครั้งนี้​ลึกซึ้ง​ขึ้น​ หาก​จะ​แก้​คำสาป​ คุณ​ต้อง​ช่วย​เด็กสาว​ที่​ชื่อ​อาฟรอส.​..​ หลัง​ทั้งสอง​จากไป​ นก​ประหลาด​ใส่​แว่น​ก็​โจมตี​ใส่​พวกคุณ​...​
120018103	1				186:activity_micro_explore_story_img1		1	120018102	0			1	4000	9000049	0		18301	99	0	4	0	0	1	3	3	3	3	3	3	停时围墙	停時圍牆	Time-Stopping Wall	時が止まった塀	시간이 멈춘 벽	กำแพงหยุดเวลา	为了解开诅咒，唤醒阿芙萝，你们不得不继续深入。在散落的记忆碎片中，你看到了阿芙萝在庄园门口被遗弃的经历。然而，遗留的情绪粒子却告诉你，事情没那么简单……庄园大门挡住了你们的道路，怪鸟再次追上。	為了解開詛咒，喚醒阿芙蘿，你們不得不繼續深入。在散落的記憶碎片中，你看到了阿芙蘿在莊園門口被遺棄的經歷。然而，遺留的情緒粒子卻告訴你，事情沒那麼簡單……莊園大門擋住了你們的道路，怪鳥再次追上。	To undo the curse and awaken Aphros, you had no choice but to go deeper. In the scattered memory fragments, you saw how Aphros had been abandoned at the front gate of the manor. However, the remaining Pathos Particles told you that there was more to the story. The manor gate blocked your path, and the peculiar bird caught up with you again.	呪いを解き、アフロスを呼び覚ますためには、さらに進むしかない。散り散りになった記憶のかけらの中で、アフロスが庭園の入り口で置き去りにされた断片を見た。しかし、残留していたエモーション粒子を見て、事はそう簡単ではないことを知る……庭園の門に行く道をふさがれ、怪鳥に追いつかれてしまったのだ。	저주를 풀고 아프로를 깨우기 위해, 당신들은 계속해서 더 깊이 들어가야 했다. 흩어진 기억의 조각들 속에서, 당신은 아프로가 저택 문 앞에 버려졌던 경험을 보았다. 그러나 남겨진 이모션 파티클은 사건이 그렇게 간단하지 않음을 암시했다. 저택의 대문이 당신들의 길을 막았고, 괴상한 새가 다시 당신들을 뒤쫓아왔다.	เพื่อ​แก้​คำสาป​ และ​ปลุก​อาฟรอส​ พวกคุณ​ต้อง​เดินหน้า​ต่อไป​ ใน​เศษ​ความทรงจำ​ที่​กระจัดกระจาย​ คุณ​เห็นภาพ​อาฟรอส​ถูก​ทอดทิ้ง​ที่​หน้า​คฤหาสน์​ แต่​อนุภาค​พา​โธส​ที่​หลงเหลือ​กลับ​บอ​กว่า​เรื่อง​ไม่​ได้​ง่าย​แค่นั้น​...​ ประตู​คฤหาสน์​ขวางทาง​พวกคุณ​ไว้​ นก​ประหลาด​ไล่​ตามมา​อีกครั้ง​
120018104	1				186:activity_micro_explore_story_img1		1	120018103	0			1	6000	9000049	0		18301	99	0	4	0	0	1	4	4	4	4	4	4	扭曲记忆	扭曲記憶	Distorted Memory	改ざんされた記憶	뒤틀린 기억	ความทรงจำบิดเบี้ยว	摆脱阿不后，你找到了新的记忆碎片。记忆里，阿芙萝想要逃离庄园却被阿不联合猎犬巴克拦截，拖回了庄园。附着在大门上的情绪粒子却显示了截然不同的记忆，而且这一次，门开了。	擺脫阿不後，你找到了新的記憶碎片。記憶裡，阿芙蘿想要逃離莊園卻被阿不聯合獵犬巴克攔截，拖回了莊園。附著在大門上的情緒粒子卻顯示了截然不同的記憶，而且這一次，門開了。	After shaking off Abu, you found a new memory fragment. It showed that Aphros attempted to leave the manor, but Abu and Buck the hound joined hands, intercepted her, and dragged her back into the manor. However, the Pathos Particles on the gate displayed an entirely different memory, and this time the gate opened.	ブーちゃんから抜け出した後、あなたは新しい記憶のかけらを見つけた。記憶の中では、アフロスは庭園から逃げようとしたが、ブーちゃんと猟犬バクに傍受され、庭園に引き戻された。門に付着したエモーション粒子は全く異なる記憶を示し、なんと、ドアが開いたのだ。	노노를 따돌린 후, 당신은 새로운 기억의 조각을 발견했다. 기억 속에서 아프로는 저택을 탈출하려 했으나, 노노와 사냥개 베이크에게 가로막혀 다시 저택으로 끌려갔다. 그러나 대문에 붙어 있는 이모션 파티클은 전혀 다른 기억을 보여주었고, 이번에는 문이 열렸다.	หลัง​หนี​พ้น​จาก​อา​บู​มา​ได้​ คุณ​พบ​เศษ​ความทรงจำ​ใหม่​ ใน​นั้น​อาฟรอส​พยายาม​หนี​จาก​คฤหาสน์​แต่​ถูก​อา​บู​จับ​กลับมา​พร้อม​สุนัข​ล่า​เหยื่อ​บัค​ แต่​อนุภาค​พา​โธส​ที่​ติด​อยู่​บน​ประตู​กลับ​แสดง​ความทรงจำ​ที่​แตกต่าง​ออก​ไป​ และ​ครั้งนี้​ ประตู​ก็ได้​เปิด​ออก​
120018105	1				186:activity_micro_explore_story_img1		2	120018104	0			1	80000	9000049	50		18301	99	0	4	0	0	1	5	5	5	5	5	5	大门守卫	大門守衛	Gatekeeper	門番	대문의 경비	ผู้พิทักษ์ประตู	门口的记忆碎片显示出一幅血腥画面，猎犬巴克抓住了阿芙萝，并咬死了试图救她的老鼠。回到庄园，你们却和鼠群和头带油漆桶的猎犬狭路相逢……	門口的記憶碎片顯示出一幅血腥畫面，獵犬巴克抓住了阿芙蘿，並咬死了試圖救她的老鼠。回到莊園，你們卻和鼠群和頭帶油漆桶的獵犬狹路相逢……	The memory fragment at the gate showed a gory scene. Buck caught Aphros and killed the mice that tried to save her. You returned to the manor only to encounter an army of mice and the hound wearing a paint bucket...	記憶のかけらは血なまぐさい映像を映し出す。猟犬バクはアフロスを捕まえ、彼女を救おうとしたネズミを噛み殺した。庭園に戻るが、ネズミの群れとペンキの樽を頭にかぶった猟犬と鉢合わせする…	문 앞에 남겨진 기억의 조각은 피비린내 나는 장면을 보여주었다. 사냥개 베이크가 아프로를 붙잡았고, 그녀를 구하려던 쥐를 물어 죽였다. 저택으로 돌아온 당신들은 쥐 떼와 머리에 페인트통을 쓴 사냥개와 다시 마주치게 되었다.	เศษ​ความทรงจำ​หน้า​ประตู​แสดง​ภาพ​สยดสยอง​ บัค​จับ​อาฟรอส​ได้​ และ​กัด​หนู​ที่​พยายาม​ช่วย​เธอ​จนตาย​ เมื่อ​กลับ​เข้า​คฤหาสน์​ พวกคุณ​เจอ​กับ​ฝูง​หนู​และ​สุนัข​ล่า​เหยื่อ​ที่​มี​ถัง​สี​อยู่​บน​หัว​โดย​ไม่​คาดคิด​...​
120018106	1				186:activity_micro_explore_story_img1		1	120018105	0			1	8000	9000049	0		18301	99	0	4	0	0	1	6	6	6	6	6	6	黄金马厩	黃金馬廄	Gold Stable	黄金の厩	황금 마굿간	คอกม้าทองคำ	白马奈菲丽告诉你们，它的主人是阿芙萝，阿不和巴克曾是它的好友。然而，一场突如其来的大火改变了一切，就是那一天，庄园被毁，诅咒入侵……	白馬奈菲麗告訴你們，它的主人是阿芙蘿，阿不和巴克曾是它的好友。然而，一場突如其來的大火改變了一切，就是那一天，莊園被毀，詛咒入侵……	The white horse, Naphely, told you her master was Aphros, that Abu and Buck used to be her good friends, but a sudden fire had changed everything, and it had been on the same day that the manor was destroyed and the curse invaded...	白馬ネフィリはあなたたちに、自分の主人はアフロスで、ブーちゃんとバクもかつては友達だったと伝える。しかし、突然の大火事によってすべてが変わった…あの日、庭園が破壊され、呪いが侵入してきた…	백마 네플리가 당신들에게 주인의 이름이 아프로이며, 아부와 베이크는 한때 자신의 친구였다고 말해주었다. 그러나 어느 날 갑작스럽게 발생한 대화재가 모든 것을 바꾸어 놓았다. 그날, 저택은 불타버렸고, 저주가 침입했다…	ม้า​เนฟิ​รี​บอ​กว่า​มัน​เป็น​ม้า​ของ​อาฟรอส​ อา​บู​และ​บัค​เคย​เป็น​เพื่อนรัก​ของ​มัน​ แต่​ไฟไหม้​ครั้งนั้น​เปลี่ยน​ทุกอย่าง​ วันที่​คฤหาสน์​ถูก​ทำลาย​ และ​คำสาป​ก็​แทรกซึม​...​
120018107	1				186:activity_micro_explore_story_img1		1	120018106	0			1	9000	9000049	0		18301	99	0	4	0	0	1	7	7	7	7	7	7	鼠与猎犬	鼠與獵犬	Mice and Hound	ネズミと猟犬	쥐와 사냥개	หนูกับสุนัขล่าเหยื่อ	你们来到厨房，发现这里已经成为老鼠的巢穴。想要悄悄离开却被猎犬巴克发现，骚乱引来了鼠群，也引来了不依不饶追踪你们的八哥阿不。	你們來到廚房，發現這裡已經成為老鼠的巢穴。想要悄悄離開卻被獵犬巴克發現，騷亂引來了鼠群，也引來了不依不饒追蹤你們的八哥阿不。	You arrived at the kitchen only to discover that it had been reduced to the nest of rats. You attempted to quietly leave but Buck spotted you. The commotion drew the mice to the scene, along with Abu the mynah who had been persistently tracking you.	キッチンに来ると、ここがネズミの巣窟になっているが分かる。静かに離れようとしたが、猟犬バクに見つかり、その騒ぎがネズミの群れを招き、ずっと追いかけてくるブーちゃんも引き付けてしまった。	당신들은 주방에 도착했지만, 그곳은 이미 쥐들의 소굴이 되어 있었다. 조용히 떠나려 했지만, 사냥개 베이크에게 발각되고 말았다. 그로 인해 소동이 벌어졌고, 쥐 떼가 몰려들었으며, 집요하게 당신들을 추적하던 구관조 노노도 함께 나타났다.	พวกคุณ​มาถึง​ห้องครัว​ พบ​ว่า​ที่นี่​กลาย​เป็นรัง​ของ​ฝูง​หนู​ คุณ​พยายาม​จะ​ย่อง​ออก​ไป​แต่​บัค​จับได้​ ความวุ่นวาย​ดึงดูด​ทั้ง​ฝูง​หนู​และ​อา​บู​ที่​ตามล่า​พวกคุณ​ไม่​ลดละ​
120018108	1				186:activity_micro_explore_story_img1		2	120018107	0			1	100000	9000049	50		18301	99	0	4	0	0	1	8	8	8	8	8	8	空心树洞	空心樹洞	Tree Hole	中空樹洞	속이 빈 나무 동굴	โพรงต้นไม้กลวง	你试图用老朋友奈菲丽的约定唤醒巴克的理智，巴克的记忆被诅咒扭曲，将杀死自己的鼠群当成恩人，遗忘了曾经的伙伴。鼠群再次追赶而来，在鼠孽的指挥下，巴克似乎又陷入疯狂……	你試圖用老朋友奈菲麗的約定喚醒巴克的理智，巴克的記憶被詛咒扭曲，將殺死自己的鼠群當成恩人，遺忘了曾經的夥伴。鼠群再次追趕而來，在鼠孽的指揮下，巴克似乎又陷入瘋狂……	You told Buck about his agreement with his old friend Naphely in an effort to help him regain his sanity. Buck's memory had been tampered with, and he saw the mice who killed him as his saviors, forgetting all about his erstwhile companions. The mice caught up with you again. Under the command of the Wererat, Buck seemed to lapse into hysteria again...	あなたは古き友ネフィリとの約束でバクの理性を呼び覚まそうとしたが、記憶が呪いによって改ざんされてしまい、自分を殺したネズミの群れを恩人と思い込み、かつての仲間を忘れてしまった。ネズミの群れが再び追いかけてくる。憎きネズミにより、バクはまた狂気に陥った…	당신은 오래된 친구 네플리와의 약속을 떠올려 베이크의 이성을 되찾게 하려 했지만, 베이크의 기억은 저주에 의해 왜곡되어 자신을 죽이려는 쥐 떼를 은인으로 여기며, 과거의 동료들을 잊어버리고 말았다. 쥐 떼가 다시 몰려들고, 사악한 쥐 악당의 지휘 아래 베이크는 다시 광기에 빠진 듯했다……	คุณ​พยายาม​ใช้​คำสัญญา​กับ​เนฟิ​ริ​ปลุก​สติ​บัค​ แต่​ความทรงจำ​ของ​บัค​ถูก​คำสาป​บิดเบือน​ และ​เข้าใจผิด​ว่า​ฝูง​หนู​ที่​ฆ่า​เขา​คือ​ผู้​มี​พระคุณ​ เขา​ลืม​เพื่อนเก่า​ไป​หมด​ ฝูง​หนู​ไล่​ตามมา​อีก​ ภายใต้​คำสั่ง​ของ​หัวหน้า​หนู​ บัค​ดูจะ​คลุ้มคลั่ง​อีกครั้ง​...​
120018109	1				186:activity_micro_explore_story_img1		2	120018108	0			1	120000	9000049	50		18301	99	0	4	0	0	1	9	9	9	9	9	9	沼泽泥潭	沼澤泥潭	Swampy Mire	泥沼	늪과 수렁	หนองน้ำและโคลนตม	你们亲眼见到了阿芙萝记忆中的水豚妈妈，并得到了她的帮助。阴魂不散的鼠孽出现咬伤了水豚妈妈，被污染控制的水豚妈妈向你们发动攻击……	你們親眼見到了阿芙蘿記憶中的水豚媽媽，並得到了她的幫助。陰魂不散的鼠孽出現咬傷了水豚媽媽，被污染控制的水豚媽媽向你們發動攻擊……	You met Mother Capybara in person, who had appeared in Aphros's memory, and received help from her. The persistent Wererat appeared and bit Mother Capybara. Controlled by contamination, Mother Capybara came at you...	あなたたちはアフロスの記憶の中でカピバラママと会い、助けを得る。しつこいネズミがカピバラママを咬み、汚染されコントロールされたカピバラママがあなたたちに攻撃をしかける……	당신들은 아프로의 기억 속에 있던 엄마 카피바라를 직접 마주했고, 그녀의 도움을 받았다. 그러나 끈질기게 따라다니던 쥐 대장이 나타나 엄마 카피바라를 물어버렸고, 오염에 의해 조종당한 엄마 카피바라가 당신들을 공격했다.	พวกคุณ​ได้​เจอ​แม่​คา​ปิ​บา​ร่า​ใน​ความทรงจำ​ของ​อาฟรอส​ตัวจริง​ และ​ได้รับ​ความช่วยเหลือ​ หัวหน้า​หนู​ที่​ตาม​รังควาน​กัด​แม่​คา​ปิ​บา​ร่า​ ทำให้​เธอ​ติดเชื้อ​จน​โดน​ควบคุม​และ​โจมตี​พวกคุณ​...​
